"","voter_id","candidate","pumpernickel_voter"
"800",800,"Pumpernickel",TRUE
"801",801,"Other candidate",FALSE
"802",802,"Other candidate",FALSE
"803",803,"Other candidate",FALSE
"804",804,"Other candidate",FALSE
"805",805,"Other candidate",FALSE
"806",806,"Other candidate",FALSE
"807",807,"Other candidate",FALSE
"808",808,"Other candidate",FALSE
"809",809,"Other candidate",FALSE
"810",810,"Other candidate",FALSE
"811",811,"Other candidate",FALSE
"812",812,"Other candidate",FALSE
"813",813,"Other candidate",FALSE
"814",814,"Pumpernickel",TRUE
"815",815,"Other candidate",FALSE
"816",816,"Other candidate",FALSE
"817",817,"Other candidate",FALSE
"818",818,"Pumpernickel",TRUE
"819",819,"Other candidate",FALSE
"820",820,"Other candidate",FALSE
"821",821,"Pumpernickel",TRUE
"822",822,"Pumpernickel",TRUE
"823",823,"Other candidate",FALSE
"824",824,"Other candidate",FALSE
"825",825,"Other candidate",FALSE
"826",826,"Other candidate",FALSE
"827",827,"Other candidate",FALSE
"828",828,"Other candidate",FALSE
"829",829,"Other candidate",FALSE
"830",830,"Other candidate",FALSE
"831",831,"Other candidate",FALSE
"832",832,"Other candidate",FALSE
"833",833,"Other candidate",FALSE
"834",834,"Other candidate",FALSE
"835",835,"Other candidate",FALSE
"836",836,"Other candidate",FALSE
"837",837,"Pumpernickel",TRUE
"838",838,"Other candidate",FALSE
"839",839,"Other candidate",FALSE
"840",840,"Pumpernickel",TRUE
"841",841,"Other candidate",FALSE
"842",842,"Pumpernickel",TRUE
"843",843,"Pumpernickel",TRUE
"844",844,"Pumpernickel",TRUE
"845",845,"Other candidate",FALSE
"846",846,"Other candidate",FALSE
"847",847,"Pumpernickel",TRUE
"848",848,"Other candidate",FALSE
"849",849,"Other candidate",FALSE
"850",850,"Other candidate",FALSE
"851",851,"Other candidate",FALSE
"852",852,"Pumpernickel",TRUE
"853",853,"Other candidate",FALSE
"854",854,"Pumpernickel",TRUE
"855",855,"Other candidate",FALSE
"856",856,"Other candidate",FALSE
"857",857,"Other candidate",FALSE
"858",858,"Other candidate",FALSE
"859",859,"Pumpernickel",TRUE
"860",860,"Other candidate",FALSE
"861",861,"Other candidate",FALSE
"862",862,"Pumpernickel",TRUE
"863",863,"Other candidate",FALSE
"864",864,"Pumpernickel",TRUE
"865",865,"Pumpernickel",TRUE
"866",866,"Other candidate",FALSE
"867",867,"Pumpernickel",TRUE
"868",868,"Other candidate",FALSE
"869",869,"Other candidate",FALSE
"870",870,"Other candidate",FALSE
"871",871,"Pumpernickel",TRUE
"872",872,"Other candidate",FALSE
"873",873,"Other candidate",FALSE
"874",874,"Other candidate",FALSE
"875",875,"Other candidate",FALSE
"876",876,"Other candidate",FALSE
"877",877,"Other candidate",FALSE
"878",878,"Other candidate",FALSE
"879",879,"Other candidate",FALSE
"880",880,"Pumpernickel",TRUE
"881",881,"Other candidate",FALSE
"882",882,"Other candidate",FALSE
"883",883,"Other candidate",FALSE
"884",884,"Other candidate",FALSE
"885",885,"Other candidate",FALSE
"886",886,"Other candidate",FALSE
"887",887,"Other candidate",FALSE
"888",888,"Pumpernickel",TRUE
"889",889,"Other candidate",FALSE
"890",890,"Other candidate",FALSE
"891",891,"Other candidate",FALSE
"892",892,"Other candidate",FALSE
"893",893,"Pumpernickel",TRUE
"894",894,"Other candidate",FALSE
"895",895,"Pumpernickel",TRUE
"896",896,"Other candidate",FALSE
"897",897,"Other candidate",FALSE
"898",898,"Other candidate",FALSE
"899",899,"Other candidate",FALSE
"900",900,"Pumpernickel",TRUE
"901",901,"Other candidate",FALSE
"902",902,"Other candidate",FALSE
"903",903,"Other candidate",FALSE
"904",904,"Pumpernickel",TRUE
"905",905,"Pumpernickel",TRUE
"906",906,"Other candidate",FALSE
"907",907,"Other candidate",FALSE
"908",908,"Other candidate",FALSE
"909",909,"Other candidate",FALSE
"910",910,"Other candidate",FALSE
"911",911,"Other candidate",FALSE
"912",912,"Other candidate",FALSE
"913",913,"Other candidate",FALSE
"914",914,"Other candidate",FALSE
"915",915,"Other candidate",FALSE
"916",916,"Other candidate",FALSE
"917",917,"Other candidate",FALSE
"918",918,"Other candidate",FALSE
"919",919,"Other candidate",FALSE
"920",920,"Pumpernickel",TRUE
"921",921,"Other candidate",FALSE
"922",922,"Other candidate",FALSE
"923",923,"Pumpernickel",TRUE
"924",924,"Other candidate",FALSE
"925",925,"Other candidate",FALSE
"926",926,"Pumpernickel",TRUE
"927",927,"Other candidate",FALSE
"928",928,"Pumpernickel",TRUE
"929",929,"Other candidate",FALSE
"930",930,"Other candidate",FALSE
"931",931,"Other candidate",FALSE
"932",932,"Pumpernickel",TRUE
"933",933,"Other candidate",FALSE
"934",934,"Other candidate",FALSE
"935",935,"Other candidate",FALSE
"936",936,"Other candidate",FALSE
"937",937,"Pumpernickel",TRUE
"938",938,"Pumpernickel",TRUE
"939",939,"Other candidate",FALSE
"940",940,"Other candidate",FALSE
"941",941,"Other candidate",FALSE
"942",942,"Other candidate",FALSE
"943",943,"Other candidate",FALSE
"944",944,"Other candidate",FALSE
"945",945,"Other candidate",FALSE
"946",946,"Other candidate",FALSE
"947",947,"Other candidate",FALSE
"948",948,"Other candidate",FALSE
"949",949,"Other candidate",FALSE
"950",950,"Other candidate",FALSE
"951",951,"Other candidate",FALSE
"952",952,"Other candidate",FALSE
"953",953,"Pumpernickel",TRUE
"954",954,"Pumpernickel",TRUE
"955",955,"Other candidate",FALSE
"956",956,"Other candidate",FALSE
"957",957,"Other candidate",FALSE
"958",958,"Other candidate",FALSE
"959",959,"Pumpernickel",TRUE
"960",960,"Other candidate",FALSE
"961",961,"Other candidate",FALSE
"962",962,"Other candidate",FALSE
"963",963,"Other candidate",FALSE
"964",964,"Other candidate",FALSE
"965",965,"Other candidate",FALSE
"966",966,"Pumpernickel",TRUE
"967",967,"Other candidate",FALSE
"968",968,"Other candidate",FALSE
"969",969,"Other candidate",FALSE
"970",970,"Other candidate",FALSE
"971",971,"Other candidate",FALSE
"972",972,"Other candidate",FALSE
"973",973,"Other candidate",FALSE
"974",974,"Pumpernickel",TRUE
"975",975,"Other candidate",FALSE
"976",976,"Other candidate",FALSE
"977",977,"Other candidate",FALSE
"978",978,"Other candidate",FALSE
"979",979,"Pumpernickel",TRUE
"980",980,"Other candidate",FALSE
"981",981,"Pumpernickel",TRUE
"982",982,"Other candidate",FALSE
"983",983,"Other candidate",FALSE
"984",984,"Other candidate",FALSE
"985",985,"Other candidate",FALSE
"986",986,"Other candidate",FALSE
"987",987,"Other candidate",FALSE
"988",988,"Pumpernickel",TRUE
"989",989,"Other candidate",FALSE
"990",990,"Other candidate",FALSE
"991",991,"Other candidate",FALSE
"992",992,"Other candidate",FALSE
"993",993,"Other candidate",FALSE
"994",994,"Pumpernickel",TRUE
"995",995,"Other candidate",FALSE
"996",996,"Pumpernickel",TRUE
"997",997,"Other candidate",FALSE
"998",998,"Other candidate",FALSE
"999",999,"Pumpernickel",TRUE
"1000",1000,"Other candidate",FALSE
